Story,Label
ملزم بلاگر گورایہ کو جلدی قتل کرنا چاہتا تھا تاکہ اسے مزید پراجیکٹ مل سکیں، استغاثہ کا عدالت میں بیان,world
’ہیلو، میں رات کو اکیلی گھر جا رہی ہوں، میں کسی سے بات کرنا چاہتی ہوں۔۔۔‘,world
’ضرورت پڑی تو ایران امریکہ کے ساتھ براہ راست بات چیت پر غور کرسکتا ہے‘,world
’ابوظہبی میں امریکی فوجی اڈے کو نشانہ بنایا گیا، جوابی کارروائی میں پیٹریاٹ میزائل استعمال ہوئے‘,world
مجھے نہیں معلوم کہ پاکستان میں کون وقاص گورایہ کو قتل کرانا چاہتا تھا، ملزم کا عدالت میں بیان,world
طیارے کے پہیوں میں چھپا نوجوان ’11 گھنٹے طویل‘ پرواز کے بعد ایمسٹرڈیم پہنچ گیا,world
آبدوز کے ذریعے منشیات سمگلنگ: ’خوفناک لہروں کے بیچ محسوس ہوا کہ آخری وقت قریب آ گیا‘,world
جاپانی فوجی جو عالمی جنگ ختم ہونے کے 28 سال بعد تک جنگل میں چھپا رہا,world
کیمبرج کے ایک ہوٹل سے روبوٹ ویکیوم کلینر عملے کو چکمہ دے کر فرار ہونے میں کامیاب,world
اقوام متحدہ کے ’آر ٹو پی‘ اصول کی تشریح پر وزیر اعظم کی وضاحت,world
دولتِ اسلامیہ کا شام کی جیل پر تازہ حملہ,world
ترکی میں صحافی کو شو کے دوران ایک محاورہ کہنے پر جیل میں ڈال دیا گیا,world
نصرت غنی: ‘مجھے مسلمان ہونے کی وجہ سے نوکری سے نکالا گیا‘,world
برطانیہ کا صدر پوتن پر یوکرین میں ماسکو نواز شخص منتخب کرنے کی سازش کا الزام,world
کیا جینیوا کنوینشنز ایکٹ کے تحت لندن پولیس انڈین فوج کے خلاف قانونی کارروائی کر سکتی ہے؟,world
برطانیہ کی وہ پرخطر سڑک جس پر کی گئی ایک غلطی بھی جان لیوا ثابت ہو سکتی ہے,world
متحدہ عرب امارات پر یمنی باغیوں کے حملے سے خطے پر کیا اثر پڑے گا؟,world
مسافر کے ماسک نہ پہننے پر لندن آنے والی فلائٹ واپس موڑ لی گئی,world
امریکی شخص گھر میں 124 زہریلے سانپوں کے درمیان مردہ پایا گیا,world
’میں نے کھانا بنانے کے لیے چاقو خریدا، قتل کرنے کے لیے نہیں‘، ملزم کا عدالت میں بیان,world
’اگر تم نے دوبارہ احتجاج کیا، تو ہم تمھیں مار ڈالیں گے‘,world
جاپان میں نئی لینڈ کروزر آج آرڈر کریں تو چار سال تک کا انتظار کرنا پڑ سکتا ہے,world
یو اے ای میں حوثی حملے میں مارا جانے والا پاکستانی: ’زندگی بچوں کے بغیر گزری، آئندہ لمبی چھٹی پر آؤں گا‘,world
ایک صحافی، پانچ خودکش حملے: ’حملہ آور کے جسم کے ٹکڑے گاڑی پر گِرے‘,world
’کوئی بھی حملہ چھوٹا نہیں ہوتا‘، یوکرین کا بائیڈن کو جواب,world
'اگر ہالینڈ والا پراجیکٹ کر لیا تو تین، چار ایسے ہی اور مواقع پیدا ہو سکتے ہیں'، ملزم کا عدالت میں بیان,world
فائیو جی: آپ کا فون طیاروں کے نظام میں خلل کا باعث کیسے بن سکتا ہے؟,world
امریکی منڈی تک رسائی کی دوڑ میں پاکستان، انڈیا اور بنگلہ دیش سے آگے کیسے نکلا؟,world
یہودی عبادت گاہ پر حملہ: ’میں مرنے کے لیے آیا ہوں، اس کے لیے میں دو سال سے دعا کر رہا تھا‘,world
وہ لمحہ جب بینظیر کے منع کرنے کے باوجود یاسر عرفات نے مصافحے کے لیے ہاتھ بڑھایا,world
میرا وقاص گورایہ کو قتل کرنے کا کوئی ارادہ نہیں تھا، ملزم کا عدالت میں بیان,world
ترک جوڑے کی وقت گزاری کے لیے شروع کی جانے والی سرگرمی جو کامیاب کاروبار میں بدل گئی,world
ہما عابدین: ’ایبٹ آباد آپریشن کے بعد پاکستان گئے تو فوج نے نیم گرم چائے پیش کی‘,world
وہ ٹیسٹ میچ جسے ہنسی کرونیے نے پانچ ہزار پاؤنڈ اور لیدر جیکٹ کے عوض فروخت کیا,world
کیا ایرانی صدر کا دورۂ روس خطے میں بڑی تبدیلی کا پیش خیمہ ہو گا؟,world
سعودی عرب: ہراسانی کے مبینہ واقعات، ’افواہیں‘ پھیلانے پر سزا کا اعلان,world
فضائی کمپنیوں کے خدشات کے بعد امریکی ائیرپورٹس پر فائیو جی کی فراہمی ملتوی,world
برطانیہ کا یوکرین کو روس کے خلاف ٹینک شکن میزائل فراہم کرنے کا اعلان,world
ایوکاڈو: وہ قیمتی پھل جسے چوروں سے بچانے کے لیے کسان محافظ رکھتے ہیں,world
حوثی باغیوں کی یو اے ای کو ’مزید حملوں‘ کی دھمکی، سعودی اتحاد کی یمن میں بمباری، ہلاکتوں کی اطلاعات,world
31 گیندوں پر سنچری جس پر کرس گیل بھی ’مسٹر 360‘ کو ’لیجنڈ‘ کہے بغیر نہ رہ سکے,world
امریکہ میں یہودی عبادت گاہ پر حملہ: ’میں نے حملہ آور پر کرسی پھینکی اور دروازے کی طرف بھاگا‘,world
نازیوں کو این فرینک کی مخبری کرنے والے مبینہ شخص کی 77 سال بعد شناخت,world
’گنجوں کے سر میں سونا`: موزمبیق میں توہم پرستی کے نتیجے میں مردوں کے قتل,world
شمالی کوریا کے غیرمعمولی میزائل تجربے کیا چین سے خفگی کا اظہار ہیں؟,world
’ترکی میرا گھر ہے لیکن مجھے بیرونِ ملک بہتر زندگی چاہیے‘,world
امریکہ میں یہودی عبادت گاہ پر حملہ: برطانیہ میں گرفتاریاں، ’میرا بھائی ذہنی بیماری کا شکار تھا‘,world
طالبان کی قید میں اسلام قبول کرنے والا آسٹریلوی شہری دوبارہ افغانستان کیوں جانا چاہتا ہے؟,world
آتش فشاں پھٹنے کے بعد راکھ میں ڈھکا ٹونگا ’چاند کی سطح‘ کا منظر پیش کرنے لگا,world
جوکووچ کی ویزہ بحالی کی اپیل مسترد، آسٹریلیا سے ملک بدر کر دیا گیا,world
روس نے آن لائن حملوں اور تاوان میں ملوث گروہ کا ’خاتمہ‘ کر دیا,world
عرب سپرنگ: ایک طاقتور آمر کی ڈوبتا اقتدار بچانے کے آخری لمحات میں فون کالز,world
روس یوکرین تنازع: امریکہ کا روس پر اشتعال انگیز کارروائیوں کی سازش کا الزام,world
طالبان سے چھپتے افغان اساتذہ: ‘ہم گھروں میں ایسے بیٹھے ہیں جیسے جیل میں ہوں‘,world
اپنی موت کا ڈرامہ کرنے والا امریکہ سے مفرور شخص گلاسگو سے گرفتار,world
شمالی کوریائی ہیکرز نے 2021 میں 400 ملین ڈالر مالیت کی کرپٹو کرنسی چوری کی,world
ملکہ برطانیہ کے شوہر کی آخری رسومات سے پہلے پارٹیاں منعقد کرنے پر ڈاؤنِنگ سٹریٹ کی معذرت,world
شام میں ’جنگی جرائم‘ پر شامی فوج کے کرنل کو جرمن عدالت سے سزا,world
پاکستانی بلاگر کے قتل کی منصوبہ بندی، ’کرائے کے قاتل‘ کے خلاف لندن میں مقدمہ شروع,world
اسرائیل کا ایرانی جاسوسائیں گرفتار کرنے کا دعوی,world
دولت اسلامیہ کی دلہن بننے والی خاتون کی امریکہ واپس لوٹنے کی درخواست مسترد,world
قسمت بدلنے کے جنون میں مبتلا قوم جو خوش قسمتی کے حصول کے لیے کسی بھی حد تک جا سکتی ہے,world
شہزادہ اینڈریو سے شاہی اور فوجی اعزازات اور خطابات واپس لے لیے گئے,world
’ماں کی جان بچانے کے لیے اجنبی خاتون کو گردہ عطیہ کر دیا‘,world
قطر کے پرل آئی لینڈ سے دبئی میں ’دی پام‘ تک: ’ہم مصنوعی جزیروں کے دور میں جی رہے ہیں‘,world
ایک جنگی قیدی اور اُن کے محافظ میں ہونے والی غیرمعمولی دوستی کی داستان,world
پولیس اہلکار ڈکیتی روکنے کے بجائے اپنے موبائل پر گیم کھیلتے رہے,world
فوجی بیرک میں بند کر کے ’25 راتوں تک وہ ہر رات میرا ریپ کرتے رہے‘,world
امریکی شہری کو سؤر کا دل لگا دیا گیا، کارنامہ سرانجام دینے والی ٹیم میں پاکستانی ڈاکٹر بھی شامل,world
سویڈن میں ڈرون طیارے نے ہارٹ اٹیک کے دوران ایک شخص کو بچا لیا,world
انڈین میڈیا میں قزاقستان اور یوکرین کی کوریج پر روس کیوں بے چین ہے؟,world
بی بی سی کے دفتر کی لِفٹ میں پھنسنے سے وزیر کو انٹرویو کے لیے پہنچنے میں تاخیر,world
فخر زمان کی شاندار سنچری، لاہور کراچی سے آگے نکل گیا,khel
’کووڈ نے سب بدل دیا، کوئی چیز نہیں بدلی تو قلندرز کی شکست کی ریت‘,khel
’شعیب ملک پریشر اور زیادہ سکور والے میچز میں بہترین پرفارمنس کا مظاہرہ کرتے ہیں‘,khel
پاکستان کرکٹ میں پی ایس ایل کا کرشمہ,khel
’انڈین بکیز نے میری کوکین استعمال کرنے کی ویڈیو دکھا کر مجھے بلیک میل کیا‘,khel
دفاعی چیمپیئن ملتان سلطانز کی اجارہ داری برقرار: ’کراچی کنگز رضوان کو نہ رکھنے پر پچھتا رہے ہوں گے‘,khel
’لیگوں‘ کے دور میں ’کچھ الگ‘ سی پی ایس ایل,khel
سپاٹ فکسنگ، عدالتی معاملات اور بند فائل: مگر پھر سیٹی ایسی بجی کہ پی ایس ایل دلوں میں بس گئی,khel
وزیِراعظم کے اشتہار کے بعد ’جو نہیں بھی دیکھتا تھا وہ بھی دیکھے گا۔۔۔ واہ کیا زبردست مارکیٹنگ ہے‘,khel
بہترین فرسٹ کلاس ریکارڈ کے باوجود صرف دو ٹیسٹ میچ کھیلنے والے آفتاب بلوچ,khel
پی ایس ایل 7: لاہور ہائیکورٹ نے اے آر وائی اور پی ٹی وی کے خلاف جیو کی پٹیشن مسترد کر دی,khel
’کہا کرتے تھے کہ اپنا ٹائم آئے گا، تو دیکھیں کرکٹ پر ہمارے راج کرنے کا ٹائم آ گیا‘,khel
گلی کرکٹ سے ایمرجنگ پلیئر آف دی ایئر تک: ’ابھی تو میرے سفر کا آغاز ہوا ہے‘,khel
’زیادہ خوشی پاکستان کا نام آنے کی ہے‘: محمد رضوان آئی سی سی ٹی 20 ’کرکٹر آف دی ایئر‘,khel
آئی سی سی کی ہر ٹیم میں پاکستانیوں کا راج: ’اس ون ڈے ٹیم کو تو انڈیا اے بھی ہرا دے گی‘,khel
ثانیہ مرزا نے ٹینس کو خیرباد کہنے کا ارادہ کر لیا,khel
31 گیندوں پر سنچری جس پر کرس گیل بھی ’مسٹر 360‘ کو ’لیجنڈ‘ کہے بغیر نہ رہ سکے,khel
وراٹ کی میراث: کوہلی دھکا دیے جانے سے پہلے ہی کود پڑے,khel
جوکووچ کی ویزہ بحالی کی اپیل مسترد، آسٹریلیا سے ملک بدر کر دیا گیا,khel
انوشکا کا کوہلی کے نام پیغام: ’آپ نے کبھی بھی لالچ نہیں کیا اس عہدے کے لیے بھی نہیں‘,khel
کچھ کھلاڑی ویکسین لگوانے سے اتنا ہچکچاتے کیوں ہیں؟,khel
وہ لمحہ جب ایک پتنگ نوجوان کو بھی اپنے ساتھ لے اڑی,khel
انڈیا پاکستان سمیت چار ملکوں کی سیریز، کیا رمیز راجہ کا خواب سچ ہو پائے گا؟,khel
پی ایس ایل 7: کس ٹیم میں کون کون شامل اور ٹکٹوں کا حصول کیسے ممکن؟,khel
’جوکووچ اب ٹائٹل کا دفاع تو نہیں مگر ویکسین کے ذریعے اپنا دفاع ضرور کر سکتے ہیں‘,khel
بنگلہ دیش کی نیوزی لینڈ کی سرزمین پر 21 برس میں پہلی فتح: ’یہ ٹیسٹ کرکٹ کا بڑا اپ سیٹ ہے‘,khel
’بائیں ہاتھ کے بلے بازوں کو اب کوئی خطرہ نہیں، پروفیسر نے کرکٹ کو الوداع کہہ دیا‘,khel
سابق باکسنگ چیمپیئن: ’علاج نہ ہوا تو تمغے جلا دوں گا‘,khel
کوہلی کی کپتانی پھر زیر بحث: ’بی سی سی آئی اور سلیکٹرز کوہلی کو ٹی 20 کا کپتان برقرار رکھنا چاہتے تھے‘,khel
پاکستانی سرزمین پر اولین ٹیسٹ: ’میچ کھلانے کی خوشخبری سنا کر بارہواں کھلاڑی بنا دیا گیا‘,khel
سنہ 2021 پاکستان کرکٹ کے لیے کامیاب سال لیکن کام اب بھی باقی ہے,khel
’شامی نے پانچ وکٹیں حاصل کر لیں شاید اب وہ پاکستانی نہیں ہیں‘,khel
’جیفری بائیکاٹ نے جتنے رنز بنائے، وہ اتنے ہی دشمن بنانے کی صلاحیت بھی رکھتے تھے‘,khel
ایشین چیمپیئنز ٹرافی: پاکستان کے بعد انڈیا بھی گولڈ میڈل کی دوڑ سے باہر,khel
نیوزی لینڈ کا دو مرحلوں میں دورہِ پاکستان کا اعلان، ’تجربہ کار کرکٹرز کا ہونا ضروری ہے‘,khel
سمیع چوہدری کا کالم: ٹی ٹوئنٹی کرکٹ کا ڈان بریڈمین,khel
’بابر اور رضوان میں سے بڑا کھلاڑی کون، یہ کہنا مشکل ہے‘,khel
وراٹ کوہلی کی روہت شرما سے اختلافات کی تردید، مگر کیا سب واقعی ٹھیک ہے؟,khel
رنز کپتان بابر سے روٹھے ہوئے ہیں لیکن ان کی ٹیم کی دو دنوں میں دوسری جیت,khel
جب پہلی بار کوئی ٹیسٹ میچ ٹائی ہوا,khel
’یہ ویسٹ انڈیز کے بس کی بات ہی نہیں تھی‘,khel
بابر اعظم کے صفر کے باوجود پاکستان کے 200 نے فل سِمنز کی ٹیم کو شکست دے دی,khel
سمیع چوہدری کا کالم: ’پاکستان کرکٹ کے لیے محفوظ ملک ہے‘,khel
گواسکر سے لے کر کوہلی تک، انڈین کپتانوں کی تبدیلی پر تنازع کیوں,khel
زیدان اقبال: مانچسٹر یونائیٹڈ کے پہلے پاکستانی نژاد برطانوی فٹبالر کون ہیں؟,khel
میزبان یاد رکھیں گے بابر اعظم کی پاکستانی ٹیم ڈھاکہ آئی تھی,khel
’اکیلے ساجد خان نے میچ کو زندہ کر دیا',khel
ڈھاکہ ٹیسٹ : خوف شاہین آفریدی کا تھا یہ ساجد خان کہاں سے آگئے؟,khel
امریکہ کا بیجنگ کے سرمائی اولمپکس کے سفارتی بائیکاٹ کا اعلان,khel
اننگز میں دس وکٹیں: جم لیکر اور انیل کمبلے کے ساتھ اب اعجاز پٹیل کا نام بھی لکھا جائے گا,khel
’لاپتہ‘ کھلاڑی کے معاملے پر چین میں تمام عالمی ٹینس ٹورنامنٹ معطل,khel
باڈی لائن: ڈرامہ جو بریڈمین کو ناکام کرنے کے لیے رچایا گیا,khel
سمیع چوہدری کا کالم: عابد علی کی جارحیت اور تائج الاسلام کے ’سپنے‘,khel
سب کو یقین آگیا کہ پاکستان آٹھ وکٹوں سے جیت گیا,khel
وسوسوں پر ُامیدیں حاوی، جیت صرف 93 رنز کی دوری پر,khel
سمیع چوہدری کا کالم: ’آفریدی کو صرف پندرہ گیندیں درکار تھیں‘,khel
عظیم رفیق کیس: یارکشائر کے سابق کھلاڑی کے ساتھ مبینہ نسل پرستی پر مائیکل وان کی معافی,khel
وائٹ واٹر کیاکنگ کیا ہے اور امریکی مہم جوؤں نے اس کھیل کے لیے پاکستان کا رخ کیوں کیا؟,khel
راہل ڈراوڈ: انڈین کرکٹ کا فولاد جس سے اب لامحدود امیدیں وابستہ ہیں,khel
زلزلے کے جھٹکوں سے سنبھلی بنگلہ دیشی بیٹنگ لائن: لٹن داس کی سنچری، مشفق کے ساتھ ڈبل سنچری پارٹنرشپ,khel
پاکستان بمقابلہ بنگلہ دیش ٹیسٹ سیریز: ’مومن الحق کو پریشانی صرف یہ ہے۔۔۔‘,khel
فرانسیسی فٹبالر کریم بنزیما نے ساتھی کھلاڑی کو ‘سیکس ٹیپ کے ذریعے بلیک میل کیا‘,khel
99 برس کے سائیکلسٹ نے عالمی مقابلے میں چاندی کا تمغہ جیت لیا,khel
’وہ ایک ٹیم بن چکے ہیں‘,khel
اپنی شرمندگی پر قابو پایا اور 74 سال کی عمر میں بلیک بیلٹ حاصل کرلی,khel
ڈرامائی آخری اوور کے بعد پاکستان کی پانچ وکٹ سے جیت، سیریز میں تین صفر سے کامیابی,khel
’یقین کریں ایسا لگ رہا ہے کہ میچ پاکستان میں ہو رہا ہے‘,khel
کبھی کبھار آٹھ بولرز بھی کم پڑ جاتے ہیں: سمیع چوہدری کا تجزیہ,khel
جب ایک بیٹسمین کی وجہ سے کرکٹ بیٹ کے قوانین بدلنے پڑے,khel
'محمد نواز صرف بولنگ کرنا ہی نہیں جانتے',khel
’حسن علی نے ثابت کیا کہ وہ ایک فائٹر ہیں‘,khel
نامناسب پیغامات کا معاملہ، ٹم پین آسٹریلوی ٹیم کی کپتانی سے مستعفی,khel
یہ شاداب خان کا ’دوسرا جنم‘ ہو سکتا ہے,khel
یارکشائر کے سابق کھلاڑی عظیم رفیق نے یہودی مخالف فیس بک پیغامات پر معذرت کر لی,khel
بنگلہ دیش میں پاکستانی کرکٹ ٹیم کی جانب سے پریکٹس کے دوران پاکستانی جھنڈا لگانے پر بحث,khel
پاکستان کرکٹ کا وہ ’ہتھیار‘ جس کے یارکرز سے بچنے کے لیے سٹیل کیپس پہننے کا مشورہ دیا گیا,khel
یہ ’قسمت‘ کا ورلڈ کپ تھا: سمیع چوہدری کا تجزیہ,khel
وہ ریکارڈ جن کی وجہ سے یہ ٹی ٹوئنٹی ورلڈ کپ یاد رہے گا,khel
آسٹریلیا نے اپنا پہلا ٹی ٹوئنٹی ورلڈ کپ جیت لیا، نیوزی لینڈ کو آٹھ وکٹوں سے شکست,khel
’شعیب اختر میں بہت معذرت چاہتا ہوں‘ -- ’بس ٹھیک ہے سر یہ آپ کو بہت پہلے کہہ دینا چاہیے تھا‘,khel
’رضوان کی حالت دیکھ کر خیال آیا کہیں یہ ہارٹ اٹیک تو نہیں‘,khel
کیا پاکستان اپنی ’ڈریم ٹیم‘ بنانے میں کامیاب ہو گیا ہے؟,khel
’کوئی سوچ سکتا ہے کہ رضوان نے دو دن ہسپتال میں گزار کر بہترین پرفارمنس دی‘,khel
شاید وہ کیچ ٹرننگ پوائنٹ نہیں تھا: سمیع چوہدری کا تجزیہ,khel
شکست کے بعد ڈریسنگ روم میں ہمت کا پیغام: ’پتہ ہے سب کو دکھ ہے، کوئی نہ گرے۔۔۔ یہ چیز ٹوٹے نہ‘,khel
'کیا حسن علی نے ورلڈ کپ گرا دیا۔۔۔‘,khel
میتھیو ویڈ اور مارکس سٹوئنس کی ناقابل شکست شراکت، آسٹریلیا فائنل میں پہنچ گیا,khel
وراٹ اور انوشکا کی بیٹی کو ریپ کی دھمکی، ایک انجینیئر گرفتار,khel
کیا فخر زمان اپنا ’جینئس‘ دہرا پائیں گے؟,khel
کیا سیمی فائنل میں آسٹریلیا کو ہرا کر پاکستان ایک نئی تاریخ رقم کر پائے گا؟,khel
پاکستانی کرکٹ سٹارز جنھوں نے غربت کو شوق کی راہ میں رکاوٹ نہ بننے دیا,khel
سمیع چوہدری کا تجزیہ: ڈیرل مچل کے صبر نے مات دے دی,khel
ڈیرل مچل، جمی نیشم کی دھواں دار بیٹنگ، نیوزی لینڈ اپنے پہلے ٹی ٹوئنٹی ورلڈ کپ فائنل میں,khel
’آسٹریلیا اور انگلینڈ کو۔۔۔ صرف ایک بات کی فکر کرنی چاہیے اور وہ ہے پاکستانی ٹیمʹ,khel
ولیمسن ماضی سے سبق سیکھ پائیں گے یا انگلینڈ کی جیت سے تاریخ خود کو دہرائے گی؟,khel
حریف ٹیم کے ڈریسنگ روم میں جانے کی روایت پاکستانی ٹیم نے شروع کی,khel
آئی سی سی ٹی ٹوئنٹی ورلڈ کپ انڈیا کے لیے ایک ڈراؤنا خواب کیوں ثابت ہوا؟,khel
’تھینک یو کوہلی، قسمت بھی کوئی چیز ہے مگر ہم ہمیشہ آپ کو چاہیں گے‘,khel
انڈیا کی نمیبیا کے خلاف آخری میچ میں نو وکٹوں سے جیت،'کوہلی آپ نے مجھے رلا دیا',khel
دس کروڑ ہرجانے کے نوٹس کے بعد شعیب اختر کا مقابلہ کرنے کا اعلان,khel
’میں سلمان خان کے نہیں اپنے نام سے مشہور ہونا چاہتی ہوں‘,Fun Fankar
فلم ’جاوید اقبال‘ کی ریلیز پر پابندی: ’آپ کے سینما گھروں میں ساس بہو کے ڈراموں کی قسطیں ہی چلیں گی‘,Fun Fankar
چینی حکام جیت گئے: ہالی وڈ فلم ’فائٹ کلب‘ کی کہانی ہی بدل دی گئی,Fun Fankar
نیٹ فلکس: دنیا کی سب سے بڑی سٹریمنگ سروس انڈیا سے مایوس کیوں؟,Fun Fankar
’بیٹیوں کی بجائے بیٹوں کو توجہ دیں کیونکہ بعض مرد بالغ ہو کر جانور بن جاتے ہیں‘,Fun Fankar
’خاندان کی عزت نیلام ہو گئی اور تم بیٹے کی عمر کے لڑکے سے شادی کر کے کھڑی ہو‘,Fun Fankar
اذان سمیع خان: ’ایک لمحہ‘ بناتے ہوئے دماغ میں صرف مایا علی کا ہی چہرہ آیا,Fun Fankar
رچررڈ گیئر کا شلپا شیٹی کو بوسہ: اداکارہ 15 سال بعد فحاشی پھیلانے کے الزامات سے بری,Fun Fankar
’بھوانی جنکشن‘: جب لاہور کے لوگ ہالی وڈ اداکارہ ایوا گارڈنر کے عشق میں مبتلا ہوئے,Fun Fankar
قوم کی بیٹی نصیبو لال: محمد حنیف کا کالم,Fun Fankar
میشا شفیع اور علی ظفر: گلوکاروں کے درمیان قانونی جنگ کی تفصیلات کیا ہیں؟,Fun Fankar
جب پاکستانی فوجی راج کپور سے ملنے جلیبیاں لے کر سرحد پر آئے,Fun Fankar
سعودی عرب: ہراسانی کے مبینہ واقعات، ’افواہیں‘ پھیلانے پر سزا کا اعلان,Fun Fankar
سعادت حسن منٹو اور فلمی دنیا: جب منٹو کی کہانی کسی اور کے نام سے چل گئی,Fun Fankar
’میریٹل ریپ کے موضوع پر لڑکیاں کسی سے بات نہیں کر سکتیں، اپنی ساس سے بھی نہیں‘,Fun Fankar
برصغیر کی خوبصورت مغنیہ جن کی تصویر والے پوسٹ کارڈ دگنی قیمت پر فروخت ہوتے تھے,Fun Fankar
جب ایک خوبصورت لڑکی نے کیفی اعظمی کے لیے اپنی منگنی توڑ دی,Fun Fankar
’نصیبو لال پاکستان میں نور جہاں کی کمی کو پورا کرتی ہیں‘,Fun Fankar
’سیکسسٹ‘ ٹویٹ: ثائنہ نہوال سے ’اپنے غیرمہذب مذاق پر معافی مانگتا ہوں‘,Fun Fankar
سنگِ ماہ: عورت پر حق ملکیت جتانے کی قبائلی رسم ’غگ‘یا ’ژغ‘ کیا ہے؟,Fun Fankar
جلال چانڈیو، چرواہے سے گلوکار تک کا سفر: ’اُن کی دستیابی دیکھ کر شادی کی تاریخ طے کی جاتی‘,Fun Fankar
’ہمایوں سعید سے بہتر ڈاکٹر حسنات کا کردار کوئی نہیں نبھا سکتا‘,Fun Fankar
خاتون کے بالوں پر تھوکنے کا معاملہ: معروف انڈین سٹائلسٹ جاوید حبیب کی معافی اور مقدمہ,Fun Fankar
’اوباش مردوں کی گھورتی نظروں کو جھکانے والا‘ آئٹم سانگ تنقید کی زد میں کیوں؟,Fun Fankar
نئے سال میں شاہ رخ، عامر اور سلمان خان کی کن فلموں کا بےچینی سے انتظار رہے گا؟,Fun Fankar
گیتانجلی البم: پروین شاکر کا شعری کارنامہ جس کے چھپنے سے پہلے وہ زندگی کی بازی ہار گئیں,Fun Fankar
فلم 83: سنہ 1983 میں انڈیا کی ورلڈ کپ میں تاریخی جیت کو بالی وڈ کا خراج تحسین,Fun Fankar
سنی لیونی کا نیا گانا 'مدھوبن‘ تنازع کا شکار کیوں؟,Fun Fankar
اسرائیلی ’جادوگر‘ جو اپنی مافوق الفطرت صلاحیتوں کے باعث خفیہ ایجنسیوں کی نظروں میں آئے,Fun Fankar
’بار بار حمل ضائع ہونے پر مجھے لگا شاید مجھ میں ہی کوئی خرابی ہے‘,Fun Fankar
’ہم لطیفے بنا کر ہنستے ہیں، کامیڈی ہمارا سیلف ڈیفینس میکینزم ہے‘,Fun Fankar
فلم 83: ’کپل دیو کی بیوی کے کردار کے لیے دیپیکا کے پاس ہی جاتا، چاہے وہ رنویر سے شادی نہ بھی کرتیں‘,Fun Fankar
سعودی میوزک فیسٹیول میں ہراسانی: ’متاثرہ خاتون غیر ملکی ہو صرف تب دھیان دیا جاتا ہے‘,Fun Fankar
100 بچوں کے قاتل جاوید اقبال پر فلم: ’یہ پاکستان کی تاریخ کا ایسا واقعہ ہے جسے یاد رکھنا چاہیے‘,Fun Fankar
متحدہ عرب امارات میں بالغ فلموں کی سینسرشپ ختم,Fun Fankar
’میری بیٹی کو وہ نہیں سننا چاہیے جو سلمان خان نے بگ باس میں کہا‘,Fun Fankar
’نیٹ فلکس کو لگتا ہے ہم بولڈ ڈرامے نہیں بنا سکتے‘,Fun Fankar
پاکستانی فنکار نیٹفلِکس کے لیے ڈرامے یا فلمیں کیوں نہیں بنا رہے؟,Fun Fankar
’کم عمری میں پورن دیکھنے سے ذہن تباہ ہو گیا، ڈراؤنے خواب آنے لگے‘,Fun Fankar
فلمی دنیا کا حاکم خاندان، جس کے فن کا آغاز لائل پور کی گلیوں سے ہوا,Fun Fankar
پاکستانی ڈراموں میں خودکشی کا موضوع: ’یہ کیسا تفریحی مواد ہے اور یہ کس قسم کا پیغام دیا جا رہا ہے‘,Fun Fankar
صنف آہن: ’پہلی بار گن چلائی تو دل دھک دھک کر رہا تھا‘,Fun Fankar
مریم نواز: پہلے گانا، اور اب پہناوا سوشل میڈیا پر زیر بحث,Fun Fankar
دلیپ کمار: پہلی 11 دسمبر جو سائرہ بانو اپنے ’صاحب‘ کے بغیر گزاریں گی,Fun Fankar
کترینہ کیف اور وکی کوشل کی شادی کی تصاویر آتے ہی سوشل میڈیا پر سلمان خان کے مِیمز بننے لگے,Fun Fankar
’میں نے اپنے دماغ کے ٹیومر پر ہنسنے کا فیصلہ کیا‘,Fun Fankar
دلِ مومن: ’اداکار کی کوئی عمر نہیں ہوتی، کردار کی ہوتی ہے‘,Fun Fankar
جوش کا فلمی سفر: جب شاعرِ انقلاب کا نغمہ ’فحش‘ ٹھہرا,Fun Fankar
وہ سات سو سال پرانا قلعہ جہاں کترینہ کیف اور وکی کوشل کی شادی ہو گی,Fun Fankar
اب آپ بھی فلم ’ہوم الون‘ کے گھر میں رات گزار سکتے ہیں,Fun Fankar
خواتین بالی وڈ سٹار شاہ رخ خان کو کیوں پسند کرتی ہے؟,Fun Fankar
سلمان خان کو اپنی فلم ’انتِم‘ کی ہیروئن سے معافی کیوں مانگنی پڑی؟,Fun Fankar
پی ٹی وی نے جیتی ہوئی بازی کیسے ہاری؟,Fun Fankar
کورین میوزک اور ڈرامے: پاکستانی نوجوان ’کے پاپ‘ کے دیوانے کیوں؟,Fun Fankar
کورین میوزک کی دیوانی ’پاکستانی بی ٹی ایس آرمی‘,Fun Fankar
گریمی کے لیے نامزد پاکستانی گلوکارہ عروج آفتاب کون ہیں؟,Fun Fankar
چاکلیٹی ہیرو جن کی مقبولیت سے ہیروئنز کے شوہر بھی خائف تھے,Fun Fankar
’مجھے ماں کے کردار کرنے سے کوئی مسئلہ نہیں بشرطیکہ وہ حقیقت کے قریب ہوں‘,Fun Fankar
’مجھ سے پہلی سی محبت۔۔۔‘: فیض نے یہ نظم کس کی یاد میں لکھی تھی,Fun Fankar
’میں نے انڈسٹری میں سٹیریو ٹائپ کو توڑا ہے‘,Fun Fankar
‘میں ایسے انڈیا سے ہوں جہاں دن میں عورت کی پوجا اور رات کو گینگ ریپ ہوتا ہے‘,Fun Fankar
